ds,y,temp_c,precip_mm,dow
2011-08-31,12431.0,15.2,0.0,2
2011-09-01,27717.0,14.9,0.0,3
2011-09-02,18463.0,18.1,0.0,4
2011-09-03,0.0,17.7,0.0,5
2011-09-04,10954.0,16.2,7.7,6
2011-09-05,22873.0,14.6,0.7,0
2011-09-06,15078.0,15.1,6.5,1
2011-09-07,16375.0,14.2,0.4,2
2011-09-08,17453.0,15.5,0.6,3
2011-09-09,17389.0,18.2,0.0,4
2011-09-10,0.0,18.9,1.6,5
2011-09-11,21131.0,16.5,4.7,6
2011-09-12,16938.0,17.4,0.2,0
2011-09-13,36529.0,14.5,0.5,1
2011-09-14,14185.0,13.9,0.0,2
2011-09-15,29295.0,13.4,0.0,3
2011-09-16,15043.0,15.5,0.6,4
2011-09-17,0.0,14.2,1.0,5
2011-09-18,8993.0,11.7,0.4,6
2011-09-19,29236.0,13.6,0.0,0
2011-09-20,43590.0,16.2,0.2,1
2011-09-21,22303.0,15.0,3.6,2
2011-09-22,33142.0,14.2,0.0,3
2011-09-23,21851.0,12.7,0.0,4
2011-09-24,0.0,13.5,0.1,5
2011-09-25,19496.0,15.6,0.0,6
2011-09-26,15315.0,17.1,0.5,0
2011-09-27,21251.0,15.5,0.0,1
2011-09-28,25353.0,17.1,0.0,2
2011-09-29,27457.0,18.2,0.0,3
2011-09-30,22538.0,18.0,0.0,4
2011-10-01,0.0,18.4,0.0,5
2011-10-02,8385.0,18.1,0.0,6
2011-10-03,25963.0,18.1,0.0,0
2011-10-04,25377.0,17.1,0.0,1
2011-10-05,46265.0,17.2,0.1,2
2011-10-06,35388.0,13.7,1.7,3
2011-10-07,30938.0,11.9,0.2,4
2011-10-08,0.0,11.7,1.3,5
2011-10-09,7556.0,16.0,4.3,6
2011-10-10,26151.0,16.5,0.0,0
2011-10-11,28455.0,15.9,0.0,1
2011-10-12,17637.0,15.8,0.2,2
2011-10-13,18745.0,14.7,0.1,3
2011-10-14,18139.0,12.1,0.0,4
2011-10-15,0.0,9.7,0.0,5
2011-10-16,8769.0,10.4,0.0,6
2011-10-17,31377.0,11.8,0.0,0
2011-10-18,29303.0,10.8,1.7,1
2011-10-19,19230.0,7.9,0.1,2
2011-10-20,40904.0,6.8,0.0,3
2011-10-21,24780.0,9.0,0.0,4
2011-10-22,0.0,9.3,0.0,5
2011-10-23,7071.0,13.3,0.0,6
2011-10-24,25437.0,13.1,1.7,0
2011-10-25,26578.0,12.3,1.1,1
2011-10-26,20796.0,10.3,1.7,2
2011-10-27,32878.0,11.9,3.5,3
2011-10-28,24042.0,11.9,0.1,4
2011-10-29,0.0,13.0,0.2,5
2011-10-30,20021.0,14.9,0.0,6
2011-10-31,21545.0,14.7,0.0,0
2011-11-01,16581.0,13.2,0.9,1
2011-11-02,28561.0,11.4,1.6,2
2011-11-03,33532.0,14.7,4.1,3
2011-11-04,35311.0,12.8,12.8,4
2011-11-05,0.0,11.5,0.4,5
2011-11-06,23275.0,9.9,0.0,6
2011-11-07,31363.0,11.2,0.0,0
2011-11-08,26407.0,10.8,0.1,1
2011-11-09,37057.0,11.4,0.0,2
2011-11-10,38171.0,11.0,0.9,3
2011-11-11,29019.0,10.5,0.0,4
2011-11-12,0.0,13.2,0.3,5
2011-11-13,20838.0,11.3,0.0,6
2011-11-14,47327.0,9.9,0.0,0
2011-11-15,30359.0,8.7,0.0,1
2011-11-16,33076.0,7.7,0.0,2
2011-11-17,31634.0,10.4,0.0,3
2011-11-18,23955.0,10.6,0.0,4
2011-11-19,0.0,8.5,0.0,5
2011-11-20,19405.0,6.7,0.0,6
2011-11-21,25759.0,7.7,0.0,0
2011-11-22,33773.0,10.3,0.4,1
2011-11-23,39405.0,7.4,0.0,2
2011-11-24,26476.0,9.7,0.0,3
2011-11-25,18971.0,10.6,0.0,4
2011-11-26,0.0,8.9,0.0,5
2011-11-27,11151.0,9.9,0.0,6
2011-11-28,29443.0,5.8,0.0,0
2011-11-29,30877.0,11.0,2.3,1
2011-11-30,28356.0,8.1,0.0,2
2011-12-01,27026.0,9.3,5.2,3
2011-12-02,28778.0,5.2,0.9,4
2011-12-03,0.0,9.0,1.6,5
2011-12-04,12397.0,7.0,0.9,6
2011-12-05,43755.0,3.7,0.0,0
2011-12-06,30437.0,4.0,0.0,1
2011-12-07,41857.0,6.3,0.1,2
2011-12-08,35066.0,8.0,1.4,3
2011-12-09,93968.0,4.6,0.0,4
